,Highest_1,Lowest_1,Median_1,Mean_(rounded)_1,most_uncommon_1,Highest_2,Lowest_2,Median_2,Mean_(rounded)_2,most_common_2
5347,0,5,8,9,3,1,5,4,8,1
5348,4,6,2,8,2,0,3,1,8,1
5349,2,1,3,9,2,0,2,8,9,7
5350,2,4,8,9,1,0,6,4,8,2
5351,3,5,9,9,1,0,4,1,9,6
5352,3,3,8,9,7,0,8,3,9,2
5353,2,2,9,9,3,1,2,3,9,8
5354,1,6,8,9,3,0,9,4,9,2
5355,0,1,7,9,9,1,3,5,9,9
5356,1,1,8,9,7,1,6,4,9,1
5357,0,5,7,9,5,0,4,4,9,5
5358,4,2,9,8,8,1,9,8,9,1
5359,1,8,2,8,3,0,7,8,8,1
5360,4,8,8,9,1,0,6,4,9,1
5361,4,6,9,9,8,1,9,4,9,2
5362,2,9,3,9,1,0,6,1,9,4
5363,1,5,9,9,2,0,3,1,8,9
5364,0,3,8,9,9,0,3,3,9,6
5365,2,6,8,9,5,1,4,1,9,1
5366,1,5,8,8,0,1,9,5,9,7
5367,0,7,2,8,1,1,2,1,9,6
5368,2,5,8,9,6,1,7,4,9,2
5369,0,9,8,9,4,0,9,2,8,8
5370,3,4,9,9,2,0,2,4,8,4
5371,2,3,9,9,6,1,4,1,9,0
5372,0,2,8,9,3,1,9,2,9,2
5373,1,1,8,8,8,0,2,4,9,0
5374,1,1,8,8,6,1,6,1,9,1
5375,3,2,8,9,2,1,5,4,9,8
5376,3,3,3,9,3,0,6,4,9,9
5377,1,6,8,9,9,1,5,4,9,4
5378,4,5,8,8,7,0,9,1,8,2
5379,3,2,8,9,2,1,5,4,9,0
5380,3,8,8,8,2,0,8,2,9,5
5381,2,2,8,9,4,1,6,4,9,5
5382,0,5,8,9,4,1,9,4,9,8
5383,2,8,8,9,8,0,7,2,9,0
5384,0,2,8,9,4,0,3,1,9,3
5385,0,1,1,9,9,0,8,4,9,6
5386,1,8,9,9,1,0,8,8,8,0
5387,2,3,6,9,4,0,4,8,9,1
5388,4,6,7,9,9,1,9,5,8,7
5389,2,3,9,9,7,0,6,4,9,2
5390,0,9,9,9,4,1,5,4,9,2
5391,1,7,8,9,7,0,7,8,8,6
5392,3,7,8,9,2,1,8,2,8,7
5393,1,7,2,9,7,1,6,2,9,1
5394,2,8,8,9,3,1,6,8,9,4
5395,4,9,8,8,7,0,2,4,9,0
5396,2,8,2,8,4,1,6,4,9,7
5397,3,2,8,8,0,0,8,2,9,8
5398,2,7,8,9,6,1,6,3,9,9
5399,2,3,8,8,1,1,2,4,8,0
5400,1,7,2,9,2,1,5,4,9,3
5401,4,1,8,8,0,0,9,4,9,9
5402,0,1,8,9,9,1,8,5,9,3
5403,3,3,8,8,2,0,7,1,9,7
5404,4,5,9,9,8,0,4,3,9,6
5405,0,6,3,9,6,1,7,4,9,0
5406,1,1,8,9,2,0,6,5,9,2
5407,1,5,8,8,2,0,9,4,9,9
5408,3,3,8,9,6,0,5,4,9,6
5409,4,9,8,8,0,0,2,4,9,4
5410,2,6,5,9,4,1,8,1,9,8
5411,0,1,7,9,2,0,4,4,9,2
5412,0,3,9,9,5,1,2,2,9,4
5413,3,5,1,9,6,0,3,4,9,5
5414,3,4,8,9,3,1,8,8,8,8
5415,2,5,6,9,5,1,6,4,9,0
5416,4,1,2,8,2,1,3,4,9,7
5417,3,5,8,9,1,1,4,3,9,6
5418,0,8,8,8,6,0,4,8,9,6
5419,4,6,9,9,1,0,5,4,8,4
5420,4,3,8,8,1,0,9,2,8,2
5421,1,7,6,9,2,0,6,3,9,5
5422,0,1,8,9,6,1,4,1,9,2
5423,0,1,8,9,1,0,4,4,9,1
5424,2,7,9,9,5,1,9,4,9,1
5425,3,1,8,9,4,1,2,1,9,2
5426,1,4,3,9,7,1,8,2,9,1
5427,0,1,8,8,4,1,7,3,9,2
5428,4,5,7,9,6,0,3,5,9,2
5429,4,8,1,9,4,1,7,5,9,7
5430,4,8,7,9,5,0,2,1,8,9
5431,0,4,9,9,9,1,4,4,9,3
5432,4,3,9,8,5,0,6,2,8,2
5433,0,5,8,8,8,1,5,5,9,3
5434,2,5,9,9,4,0,6,8,9,2
5435,1,9,9,8,3,1,7,4,9,2
5436,2,5,8,9,2,0,5,8,9,8
5437,4,6,5,8,1,1,3,5,9,0
5438,2,8,3,9,5,0,2,2,8,6
5439,2,8,5,9,8,0,8,4,9,8
5440,1,4,5,9,5,0,3,4,9,9
5441,1,4,7,9,1,1,7,3,9,2
5442,2,6,9,9,8,1,9,4,9,2
5443,4,7,9,9,5,1,2,4,9,0
5444,0,5,8,9,1,0,9,8,9,8
5445,3,3,3,9,6,1,9,8,9,4
5446,1,8,8,9,5,1,2,1,9,3
5447,4,5,8,9,4,0,2,3,9,8
5448,2,9,8,9,4,0,3,8,9,3
5449,1,6,8,9,9,1,8,4,8,3
5450,1,7,8,9,8,1,7,4,9,3
5451,2,4,5,8,7,1,8,5,8,3
5452,4,2,7,9,1,1,7,4,9,8
5453,3,4,8,8,9,0,3,2,9,4
5454,1,2,7,8,5,1,6,3,9,2
5455,1,1,8,9,7,1,5,4,9,8
5456,3,7,5,9,7,0,9,3,9,2
5457,1,4,9,9,1,0,2,4,9,9
5458,1,5,9,9,6,0,3,5,9,8
5459,4,2,9,8,5,1,5,4,9,8
5460,4,2,8,9,7,1,8,4,9,2
5461,1,1,9,8,9,1,8,2,9,6
5462,1,9,3,9,8,0,7,2,9,2
5463,3,9,8,9,2,1,6,8,9,1
5464,0,2,8,8,2,0,2,5,9,0
5465,4,4,8,9,6,1,9,4,8,9
5466,4,5,8,9,4,0,6,4,9,9
5467,0,2,9,9,1,0,8,8,9,2
5468,1,3,8,9,5,0,4,4,9,5
5469,4,7,8,9,2,0,7,4,9,4
5470,0,5,1,9,4,1,3,4,9,4
5471,3,3,8,9,0,0,4,2,8,2
5472,3,3,8,9,6,1,2,1,9,2
5473,4,2,3,9,4,0,9,4,9,5
5474,4,7,3,8,1,1,2,3,9,0
5475,1,2,9,9,8,0,2,8,8,4
5476,4,3,9,9,9,0,5,4,9,3
5477,3,2,7,9,5,0,9,4,9,3
5478,2,4,9,8,5,0,9,5,9,7
5479,1,9,2,8,3,1,4,8,9,9
5480,4,6,9,9,4,0,6,8,9,4
5481,3,2,5,8,4,1,4,4,9,2
5482,3,2,6,9,1,1,7,4,9,1
5483,4,8,2,9,9,0,5,1,9,0
5484,4,4,8,9,4,1,2,4,9,3
5485,2,7,8,9,6,0,2,5,8,8
5486,3,4,8,9,4,1,7,8,9,8
5487,1,6,8,9,1,0,5,8,9,4
5488,2,7,8,9,3,0,4,5,9,4
5489,2,9,7,9,8,0,8,4,9,2
5490,1,4,8,9,6,1,7,4,9,9
5491,4,2,8,8,9,0,5,1,9,5
5492,0,5,8,9,3,1,9,8,9,2
5493,0,8,9,9,1,1,9,2,8,2
5494,0,7,8,9,3,1,7,2,9,5
5495,4,4,8,9,5,0,8,5,9,5
5496,1,9,9,9,6,1,6,1,9,4
5497,3,6,8,9,3,1,9,2,9,3
5498,3,9,9,9,6,0,9,5,9,8
5499,2,7,7,9,3,0,3,4,9,6
5500,1,8,9,9,4,1,7,3,9,0
5501,2,7,2,9,7,1,2,2,9,6
5502,0,6,9,9,7,1,9,5,9,8
5503,2,1,8,9,0,1,2,1,8,1
5504,0,8,9,9,9,1,5,8,8,2
5505,1,5,8,9,3,0,8,4,9,2
5506,3,5,8,9,9,1,8,1,8,5
5507,2,7,9,9,9,0,4,4,9,4
5508,2,1,7,9,1,1,8,2,9,4
5509,1,2,8,9,3,1,5,1,9,7
5510,3,9,9,9,6,1,2,5,9,2
5511,2,3,9,9,8,0,2,8,9,6
5512,2,9,2,9,2,1,4,2,9,0
5513,2,9,8,9,9,0,2,2,9,2
5514,1,6,9,9,7,0,4,4,8,1
5515,2,2,8,9,5,0,9,4,9,1
5516,2,9,1,9,2,1,7,4,9,4
5517,2,5,8,9,8,1,5,4,9,2
5518,0,4,2,9,5,1,8,4,9,2
5519,3,9,2,8,2,0,9,2,9,3
5520,3,3,5,9,4,1,7,5,9,2
5521,4,3,9,9,8,1,4,8,9,6
5522,2,5,8,8,7,0,3,2,9,5
5523,3,4,9,9,3,1,8,2,9,8
5524,2,8,5,9,7,1,4,4,9,2
5525,2,2,9,9,2,0,8,2,8,5
5526,4,9,6,9,8,0,8,2,9,9
5527,2,1,8,9,1,1,9,5,9,8
5528,3,8,9,8,7,0,2,1,8,5
5529,3,4,9,9,9,1,7,4,8,9
5530,4,5,8,9,5,0,6,8,9,6
5531,0,5,1,9,6,0,7,4,9,7
5532,3,4,6,9,9,0,5,1,8,1
5533,4,1,6,9,6,1,3,4,9,0
5534,4,6,1,9,7,0,2,4,8,1
5535,4,9,7,9,4,0,2,5,9,9
5536,3,7,8,9,7,1,3,4,9,1
5537,4,9,6,9,1,1,4,2,9,9
5538,1,5,8,9,5,0,5,4,9,0
5539,0,9,8,9,8,0,5,4,9,6
5540,3,3,9,9,5,1,8,1,9,6
5541,2,2,3,8,5,1,5,5,9,2
5542,2,3,8,9,6,1,5,4,9,2
5543,4,2,8,9,4,0,7,5,9,1
5544,3,4,9,9,9,0,8,8,8,3
5545,1,5,8,8,3,1,2,8,9,6
5546,2,3,8,8,4,1,2,5,9,2
5547,0,2,9,8,1,0,8,1,9,6
5548,0,4,5,8,5,1,7,1,8,4
5549,4,5,5,9,2,1,9,3,9,7
5550,4,1,9,9,1,1,9,4,9,9
5551,3,8,2,9,2,1,5,4,8,0
5552,0,5,8,9,0,0,6,2,9,8
5553,3,4,8,9,8,1,6,4,8,2
5554,1,8,8,9,7,1,7,5,8,5
5555,1,3,8,9,6,1,2,4,9,6
5556,3,4,3,8,9,1,6,4,9,3
5557,3,3,2,9,6,1,7,4,9,0
5558,4,9,8,9,4,1,2,4,9,5
5559,1,6,1,9,1,1,9,4,8,6
5560,2,5,3,9,7,0,8,5,9,9
5561,1,4,2,8,2,1,8,3,8,8
5562,0,7,8,9,1,1,5,1,9,8
5563,2,7,6,9,3,0,6,1,9,3
5564,2,4,9,9,2,0,4,1,9,1
5565,4,3,5,9,7,0,5,2,9,3
5566,0,2,8,9,8,1,4,4,9,5
5567,1,5,5,9,4,0,8,1,9,8
5568,0,9,8,9,6,1,8,4,9,2
5569,0,6,2,9,5,0,2,4,9,1
5570,0,6,6,9,5,1,9,5,9,0
5571,1,5,5,8,5,0,3,4,9,0
5572,4,3,9,9,8,1,7,4,9,6
5573,2,1,9,8,1,1,7,4,9,7
5574,3,5,8,8,1,1,4,4,9,9
5575,1,3,7,9,8,0,7,3,9,4
5576,2,5,6,9,3,1,4,1,8,2
5577,2,7,1,9,8,0,3,5,9,9
5578,1,1,6,9,6,1,9,5,9,9
5579,4,8,9,9,9,0,8,2,9,0
5580,3,2,8,9,4,1,9,4,9,2
5581,3,7,8,9,8,1,8,8,9,0
5582,2,5,8,9,2,0,8,4,9,8
5583,4,5,1,9,9,0,5,4,8,7
5584,0,8,8,9,6,1,2,8,9,0
5585,4,2,9,9,7,0,3,4,9,3
5586,1,1,8,9,9,1,4,4,9,3
5587,4,9,9,8,5,1,5,4,9,6
5588,3,5,8,9,9,1,8,8,9,0
5589,3,7,8,9,1,1,8,4,9,5
5590,3,8,1,9,3,0,6,2,9,3
5591,2,2,9,8,1,1,7,2,9,8
5592,0,7,9,9,9,1,2,4,9,1
5593,1,7,8,9,6,1,9,8,9,8
5594,1,2,9,8,8,0,6,4,9,0
5595,0,8,7,9,0,1,7,3,9,8
5596,3,7,6,9,5,0,9,2,8,7
5597,0,2,8,9,6,0,6,8,8,3
5598,3,7,2,9,4,1,8,3,9,4
5599,2,5,9,9,7,1,7,4,9,2
5600,2,7,8,9,9,1,3,3,8,0
5601,1,9,5,9,1,0,7,2,9,0
5602,2,6,8,9,8,1,9,4,8,1
5603,1,9,1,9,7,0,3,4,9,3
5604,3,4,6,9,8,1,7,1,9,2
5605,4,1,8,9,8,1,2,4,9,3
5606,3,7,8,9,7,1,4,3,9,4
5607,3,9,8,9,5,0,7,4,9,2
5608,0,5,1,9,1,0,2,1,8,5
5609,1,9,1,9,5,0,6,4,9,0
5610,4,7,8,8,4,1,9,8,9,6
5611,4,5,8,8,6,0,3,1,9,3
5612,2,6,8,9,8,1,8,2,9,3
5613,1,3,6,9,2,1,9,4,8,9
5614,0,8,9,9,5,1,2,4,9,2
5615,2,6,9,8,5,0,6,1,9,3
5616,2,1,9,9,5,1,7,4,9,1
5617,1,3,8,9,4,1,6,2,9,1
5618,4,7,3,9,5,0,2,4,9,6
5619,1,5,5,9,7,1,5,3,9,1
5620,2,4,8,9,9,0,4,3,9,2
5621,1,2,9,8,6,0,4,5,9,2
5622,0,6,9,9,6,0,5,4,9,9
5623,2,3,1,8,2,0,7,4,9,2
5624,4,8,1,9,5,0,3,4,9,2
5625,2,8,1,9,6,0,5,2,9,7
5626,4,7,8,9,4,1,4,3,9,7
5627,2,5,1,9,7,1,5,4,8,2
5628,0,9,1,9,9,1,5,8,9,7
5629,4,2,1,9,8,1,2,4,9,0
5630,0,5,5,9,7,1,7,4,9,1
5631,1,5,8,8,7,0,4,4,9,7
5632,2,7,9,9,6,0,9,8,8,3
5633,1,6,9,9,7,1,4,4,9,2
5634,0,4,7,9,8,0,5,4,8,4
5635,1,3,7,8,7,0,6,1,9,0
5636,1,7,8,8,3,0,6,5,9,6
5637,2,6,8,9,9,0,4,4,9,2
5638,2,2,7,9,7,0,9,8,9,2
5639,2,7,9,9,5,1,5,3,9,2
5640,3,4,1,9,4,0,3,2,9,3
5641,2,5,1,8,4,0,4,4,9,5
5642,3,6,8,8,7,0,5,5,9,1
5643,3,7,9,9,2,1,7,1,9,2
5644,0,2,8,9,7,0,4,3,9,2
5645,4,7,8,9,6,1,9,3,9,6
5646,2,9,1,9,9,0,4,2,9,1
5647,0,2,5,8,3,1,2,4,9,7
5648,1,1,2,9,1,0,7,3,9,5
5649,3,4,8,8,9,0,9,4,9,6
5650,3,1,6,9,2,0,4,4,8,0
5651,1,2,1,9,7,0,7,1,9,9
5652,0,3,8,9,7,1,4,4,8,6
5653,1,2,8,9,4,1,6,3,8,9
5654,1,7,8,9,4,1,7,4,9,9
5655,4,4,6,9,6,0,5,4,9,9
5656,4,3,8,9,8,0,7,1,9,4
5657,0,1,8,9,8,1,5,4,9,6
5658,2,7,5,9,1,1,4,4,9,5
5659,1,9,3,9,5,0,2,1,8,4
5660,2,6,6,9,4,0,7,4,9,9
5661,2,2,8,9,9,0,7,4,9,2
5662,1,7,7,9,1,1,4,8,9,2
5663,2,6,9,9,6,0,6,4,8,2
5664,1,1,8,9,1,0,4,4,9,6
5665,1,4,9,9,3,0,6,4,8,0
5666,1,1,9,9,5,0,8,8,9,6
5667,3,5,5,9,1,0,2,4,9,8
5668,0,3,9,9,5,1,8,3,8,4
5669,1,6,8,9,6,0,4,4,9,2
5670,4,6,3,9,1,0,9,1,8,7
5671,1,5,3,9,8,1,2,3,9,4
5672,0,1,9,9,7,0,7,4,9,2
5673,4,9,8,9,1,1,2,3,9,2
5674,4,7,8,9,2,0,5,4,9,5
5675,4,2,3,9,9,1,7,2,9,4
5676,4,9,6,9,4,1,5,4,9,2
5677,1,9,7,9,4,0,2,1,8,9
5678,4,7,3,9,6,0,7,4,9,2
5679,3,5,5,9,6,1,8,5,9,2
5680,1,7,9,9,6,0,9,5,9,1
5681,4,8,9,8,4,1,9,1,9,2
5682,1,3,1,8,9,0,2,4,8,0
5683,1,4,8,9,3,0,4,1,9,3
5684,3,5,8,9,4,0,7,4,9,1
5685,0,8,9,9,4,0,8,4,9,6
5686,0,2,8,8,4,1,6,8,9,2
5687,4,4,8,8,6,1,7,1,9,3
5688,3,9,8,9,9,1,7,4,9,8
5689,4,5,1,9,6,0,5,4,9,8
5690,3,5,3,9,9,0,3,1,9,8
5691,2,3,8,9,5,1,2,8,9,7
5692,2,8,8,9,9,0,7,4,8,9
5693,3,6,8,9,8,1,8,8,9,2
5694,2,9,9,9,4,0,4,4,8,4
5695,4,6,9,9,1,0,3,8,9,5
5696,0,5,6,9,2,0,6,2,9,5
5697,4,5,7,9,9,1,7,4,9,2
5698,3,2,8,9,1,1,3,4,9,2
5699,0,6,9,9,7,0,4,8,8,0
5700,0,9,5,9,3,0,5,4,9,0
5701,2,1,8,8,4,0,9,4,9,8
5702,1,6,8,9,5,0,4,4,9,9
5703,0,4,5,9,5,0,3,1,9,2
5704,4,2,8,9,5,0,6,4,9,4
5705,3,5,3,9,8,1,4,2,9,9
5706,3,1,2,9,7,0,7,3,9,6
5707,4,2,3,9,7,1,7,1,9,0
5708,1,3,7,9,1,1,5,4,9,5
5709,1,9,9,9,2,1,9,4,9,1
5710,4,1,9,9,9,0,7,3,9,0
5711,2,6,3,9,8,1,7,3,8,2
5712,1,4,8,9,2,1,6,5,8,0
5713,0,9,6,9,5,1,7,4,9,1
5714,4,9,9,9,3,0,3,4,9,4
5715,2,6,8,8,1,1,6,3,9,9
5716,0,5,8,9,3,0,4,5,9,4
5717,3,9,6,9,8,0,4,4,9,4
5718,4,6,8,9,4,0,4,2,9,5
5719,3,8,7,9,9,1,7,4,8,8
5720,3,6,6,9,4,0,4,3,9,9
5721,3,9,6,9,8,1,8,8,9,8
5722,0,5,8,9,5,0,2,4,9,3
5723,2,6,3,9,2,1,8,4,9,6
5724,4,8,1,9,5,1,4,2,9,0
5725,3,8,7,9,7,1,5,4,9,0
5726,1,1,8,9,8,0,2,8,9,2
5727,3,1,7,8,4,0,5,1,8,5
5728,0,4,7,9,8,0,5,2,9,5
5729,0,9,8,9,8,0,5,4,8,0
5730,0,5,7,9,3,0,8,4,9,5
5731,1,6,9,9,9,1,6,4,9,5
5732,2,5,1,9,5,0,2,3,9,7
5733,0,3,8,9,5,1,3,4,9,4
5734,2,4,9,9,2,0,9,4,9,2
5735,2,6,8,9,5,1,7,3,8,6
5736,0,9,5,9,4,0,3,1,9,7
5737,4,1,8,9,8,1,8,4,9,3
5738,1,4,9,9,5,0,3,4,9,4
5739,4,5,5,9,6,0,9,4,9,5
5740,3,9,8,9,9,1,4,4,9,1
5741,2,8,8,8,7,1,3,4,9,4
5742,3,9,9,9,8,1,8,5,9,2
5743,3,6,5,9,3,1,5,3,9,0
5744,1,4,1,9,6,0,5,2,8,2
5745,4,2,2,9,0,1,7,2,8,2
5746,0,1,9,9,4,0,8,3,9,2
5747,0,7,3,9,9,1,6,4,9,9
5748,2,6,9,9,3,0,9,2,9,3
5749,4,9,7,9,3,1,6,4,9,6
5750,4,7,5,9,4,0,5,8,9,0
5751,1,8,3,9,6,0,6,3,9,2
5752,0,6,6,9,7,1,2,2,8,5
5753,4,6,9,9,7,1,9,4,9,5
5754,0,3,8,9,3,0,2,4,9,3
5755,2,1,3,9,7,0,6,5,9,8
5756,2,4,9,9,4,1,5,3,9,1
5757,3,6,8,9,9,0,4,4,8,4
5758,3,8,2,9,9,1,4,3,9,0
5759,0,7,8,9,3,1,2,5,9,0
5760,3,9,8,9,5,1,8,2,9,0
5761,1,3,2,8,5,1,7,1,9,2
5762,1,9,8,9,8,0,4,1,9,7
5763,3,9,1,8,9,0,5,4,9,0
5764,2,1,1,9,6,0,4,8,9,8
5765,3,6,8,9,0,0,3,3,9,5
5766,2,1,8,8,1,1,9,4,8,8
5767,2,3,6,9,6,1,2,4,9,1
5768,0,2,9,8,4,0,7,8,9,3
5769,2,7,8,9,6,1,4,4,9,6
5770,4,2,9,8,3,1,6,4,9,0
5771,2,9,7,9,9,1,9,1,9,0
5772,3,1,9,9,8,0,4,2,9,2
5773,2,5,3,9,3,0,4,8,9,0
5774,1,5,8,9,5,0,9,4,9,1
5775,1,2,9,9,6,1,8,4,9,2
5776,2,4,9,8,7,0,5,8,8,2
5777,3,3,3,9,3,1,2,2,9,8
5778,2,2,3,8,3,0,3,2,9,4
5779,0,3,2,9,2,0,4,4,8,7
5780,0,8,9,9,1,0,9,1,9,4
5781,3,4,9,9,4,1,8,4,9,2
5782,0,1,8,9,1,0,4,4,9,6
5783,2,6,1,9,8,0,9,4,9,2
5784,3,5,3,9,5,0,7,8,9,6
5785,0,3,9,9,9,1,5,4,9,4
5786,4,6,2,9,5,0,2,4,9,1
5787,1,4,9,9,6,0,8,4,9,0
5788,4,8,3,9,9,1,2,1,9,2
5789,4,2,7,9,7,1,5,5,9,5
5790,0,9,8,9,9,0,3,4,9,5
5791,0,6,8,9,8,0,6,3,9,2
5792,0,2,9,9,6,0,3,2,9,2
5793,2,2,9,9,2,1,7,2,9,9
5794,2,2,5,9,5,0,3,4,9,7
5795,2,2,1,9,4,0,8,4,9,0
5796,3,2,8,9,0,0,5,3,8,2
5797,0,1,5,9,3,1,8,3,8,9
5798,0,4,8,9,8,1,2,2,9,2
5799,2,3,1,8,1,1,3,3,9,3
5800,0,3,5,8,1,0,7,8,9,0
5801,3,9,9,9,4,0,7,4,9,4
5802,2,6,8,9,0,0,9,3,9,2
5803,3,4,9,9,1,1,8,4,9,7
5804,1,5,3,9,9,1,2,4,9,2
5805,1,2,5,9,6,1,3,4,9,5
5806,1,6,8,9,6,0,2,2,8,5
5807,3,8,8,9,6,1,4,4,9,2
5808,0,4,9,9,8,1,6,1,9,4
5809,4,7,9,9,3,0,8,4,9,0
5810,4,1,8,9,2,0,5,4,9,9
5811,0,4,9,9,5,1,7,4,9,0
5812,2,9,9,8,8,1,2,8,9,2
5813,2,6,5,9,5,1,6,4,9,9
5814,0,8,8,8,4,1,6,4,9,0
5815,3,7,3,9,4,1,7,5,9,4
5816,1,7,3,8,5,0,2,4,9,6
5817,4,4,5,8,7,1,2,8,9,0
5818,2,6,9,9,8,0,7,2,9,1
5819,0,3,2,9,5,1,6,1,9,9
5820,3,6,7,8,4,1,6,2,8,6
5821,4,7,9,9,9,0,5,4,9,2
5822,3,9,2,8,9,0,4,4,8,2
5823,4,9,9,9,1,1,8,4,9,1
5824,3,9,8,8,2,0,2,4,9,9
5825,1,2,9,9,4,0,8,4,9,6
5826,1,5,7,9,4,0,6,4,9,8
5827,2,6,6,8,8,1,6,4,9,2
5828,4,8,8,9,5,0,8,3,9,7
5829,1,6,2,9,9,1,3,4,9,6
5830,0,7,9,9,6,1,9,5,9,2
5831,2,7,8,9,4,1,9,4,9,1
5832,2,1,7,9,9,0,3,4,9,4
5833,4,6,8,9,1,1,7,3,9,0
5834,4,5,7,9,0,0,2,4,9,5
5835,2,7,5,8,6,0,5,4,9,0
5836,3,7,8,9,2,1,8,3,9,1
5837,2,2,9,8,5,0,7,4,9,0
5838,0,6,9,8,4,1,6,4,9,5
5839,2,2,9,8,8,0,2,4,9,5
5840,3,6,7,9,3,0,8,4,9,6
5841,0,3,8,8,7,1,9,1,9,4
5842,3,9,3,9,3,0,3,4,9,8
5843,1,7,8,9,9,1,8,2,8,2
5844,2,8,9,9,4,1,3,4,8,5
5845,3,2,7,9,5,1,4,4,9,6
5846,0,5,8,9,8,1,5,8,8,2
5847,3,4,6,9,5,0,6,3,9,2
5848,2,1,8,9,9,1,6,5,9,2
5849,4,1,8,9,7,1,7,4,8,4
5850,2,3,9,9,6,1,2,4,9,1
5851,1,5,7,9,1,0,2,4,9,1
5852,1,1,9,9,2,0,5,3,9,6
5853,3,6,9,9,2,0,7,4,9,9
5854,4,4,8,9,9,1,5,1,9,0
5855,4,5,9,9,0,1,5,8,9,7
5856,2,2,9,9,2,1,9,2,9,2
5857,1,8,9,8,8,1,9,4,9,9
5858,1,8,8,9,5,0,3,2,8,9
5859,1,8,8,9,7,0,9,3,9,9
5860,1,2,8,9,2,0,8,4,9,9
5861,4,7,9,9,1,0,9,3,9,2
5862,2,1,8,9,2,0,3,5,8,2
5863,1,9,8,9,2,1,3,1,9,6
5864,1,6,9,9,1,1,3,5,9,4
5865,4,2,2,8,0,1,9,4,9,2
5866,2,1,8,9,9,0,3,5,8,0
5867,2,4,2,9,7,0,7,1,9,0
5868,3,6,3,9,1,0,2,4,9,5
5869,1,5,8,8,6,0,7,4,9,9
5870,1,8,2,8,2,1,4,2,8,9
5871,3,3,9,9,2,0,4,4,8,2
5872,1,9,8,9,7,1,4,2,9,4
5873,3,7,2,9,1,1,4,8,9,6
5874,3,1,8,9,9,1,4,5,9,8
5875,0,6,8,9,6,1,6,8,9,2
5876,1,8,8,9,1,0,3,2,9,3
5877,3,4,9,9,3,1,9,3,8,2
5878,0,4,6,8,1,0,5,4,9,2
5879,0,1,8,9,4,0,7,4,9,0
5880,4,2,8,9,4,0,2,2,8,6
5881,3,8,6,9,1,0,7,4,9,1
5882,4,2,8,9,3,1,7,4,9,8
5883,2,3,8,8,4,1,8,4,9,5
5884,3,7,8,9,8,1,9,4,9,1
5885,3,3,1,9,9,0,3,4,8,9
5886,1,4,2,9,1,1,5,2,9,2
5887,1,3,8,9,6,0,2,2,9,0
5888,3,6,1,9,1,1,2,1,9,2
5889,0,8,9,9,7,1,7,4,9,5
5890,4,2,8,9,5,0,3,1,9,2
5891,1,2,8,9,8,1,4,3,9,2
5892,1,7,2,8,1,0,8,2,9,4
5893,0,8,5,9,7,0,2,5,9,6
5894,1,9,8,9,1,1,5,8,9,0
5895,0,5,9,9,5,1,5,1,9,0
5896,0,5,8,9,2,1,3,3,9,1
5897,3,4,1,9,0,1,4,4,9,2
5898,2,4,9,9,5,1,8,3,9,9
5899,4,3,9,8,5,1,3,4,8,4
5900,4,8,7,9,7,0,6,3,9,2
5901,2,3,8,8,6,0,4,4,9,7
5902,0,1,6,9,6,1,7,4,9,2
5903,4,2,5,9,8,1,3,4,8,7
5904,0,5,1,8,4,1,3,1,9,7
5905,1,9,8,9,3,0,2,5,9,7
5906,0,2,8,9,1,0,6,3,8,1
5907,4,3,9,9,7,1,9,4,9,0
5908,3,2,8,9,4,0,8,4,8,6
5909,0,4,8,9,7,1,6,3,9,4
5910,0,1,2,8,4,1,8,1,9,6
5911,1,8,5,8,5,1,7,3,9,0
5912,1,4,6,9,9,0,6,2,9,2
5913,0,9,5,9,3,1,5,3,9,7
5914,4,6,5,9,4,1,3,4,9,1
5915,1,2,8,8,5,0,2,8,9,8
5916,0,7,8,9,1,0,4,2,9,9
5917,1,5,9,8,7,1,4,4,9,7
5918,2,1,5,9,6,1,4,4,9,2
5919,1,8,8,9,7,1,6,4,9,9
5920,1,3,9,9,8,1,4,4,8,4
5921,4,9,1,9,9,0,8,4,9,3
5922,3,5,3,9,9,0,8,4,8,2
5923,4,8,5,9,8,0,4,2,8,1
5924,2,9,8,8,9,0,6,1,9,3
5925,0,9,8,8,6,1,3,4,9,4
5926,2,4,8,9,7,0,2,2,9,1
5927,4,4,2,9,4,0,6,5,9,3
5928,3,6,8,9,9,1,6,4,8,2
5929,4,9,9,9,3,0,5,2,9,4
5930,0,7,8,8,1,1,6,2,8,0
5931,4,4,8,9,8,0,7,4,9,7
5932,4,3,8,9,7,0,5,1,9,1
5933,2,5,8,9,5,1,2,8,9,4
5934,2,2,8,8,7,0,5,5,9,2
5935,2,9,9,9,2,0,9,8,8,8
5936,2,5,9,9,2,0,8,4,9,1
5937,4,8,1,9,7,1,2,1,9,2
5938,1,2,9,9,8,1,6,1,8,9
5939,0,2,8,8,5,0,2,1,8,6
5940,4,7,8,9,0,0,2,2,9,2
5941,2,3,9,9,9,0,3,2,9,1
5942,2,1,8,8,1,1,5,4,9,8
5943,4,3,9,9,2,1,6,2,9,0
5944,2,8,8,9,4,1,7,8,9,0
5945,3,3,2,9,8,1,4,3,9,6
5946,3,7,2,9,2,0,3,3,8,8
5947,2,8,8,8,9,0,9,4,8,7
5948,4,6,5,9,6,1,4,4,9,6
5949,4,3,6,9,5,1,5,1,9,3
5950,4,4,3,8,4,0,5,3,9,7
5951,3,7,8,9,7,1,4,4,9,6
